item_id,sid_L0,sid_L1,sid_L2,sid_L3,L0_freq,L1_freq,L2_freq,L3_freq,L2_uniqueness,item_knn_mean_dist,item_popularity,text_emb_norm
47,18,27,92,0,150,97,32,0,1.0,0.0,0,0.4849497675895691
48,7,50,2,0,127,72,44,0,1.0,0.0,0,0.4875756502151489
49,11,50,118,0,257,93,33,0,1.0,0.0,0,0.4560135304927826
50,10,95,189,0,134,69,32,0,1.0,0.0,0,0.498931348323822
51,56,113,114,0,170,111,52,0,1.0,0.0,0,0.5244911909103394
52,59,38,176,0,185,85,36,0,1.0,0.0,0,0.5435590744018555
53,9,100,10,0,117,80,41,0,1.0,0.0,0,0.4944298267364502
54,49,118,203,0,133,72,42,0,1.0,0.0,0,0.450072318315506
55,13,110,43,0,128,58,33,0,1.0,0.0,0,0.4681812822818756
56,9,43,20,0,177,44,31,0,1.0,0.0,0,0.5415959358215332
57,62,78,49,0,103,60,31,0,1.0,0.0,0,0.5591161847114563
58,34,100,44,0,151,107,41,0,1.0,0.0,0,0.5047163963317871
59,9,60,126,0,192,76,50,0,1.0,0.0,0,0.5125265717506409
60,5,103,237,0,114,104,32,0,1.0,0.0,0,0.5584831833839417
61,24,12,208,0,197,93,32,0,1.0,0.0,0,0.5365085005760193
62,7,26,175,0,221,73,42,0,1.0,0.0,0,0.4900430738925934
63,16,29,143,0,190,73,53,0,1.0,0.0,0,0.5097739100456238
64,16,102,36,0,0,95,46,0,1.0,0.0,0,0.49867212772369385
65,23,78,241,0,0,52,52,0,1.0,0.0,0,0.4985167384147644
66,28,11,239,0,0,86,28,0,1.0,0.0,0,0.5461124777793884
67,16,76,23,0,0,101,37,0,1.0,0.0,0,0.4926096200942993
68,5,60,152,0,0,88,38,0,1.0,0.0,0,0.4980183243751526
69,4,46,59,0,0,102,39,0,1.0,0.0,0,0.509041428565979
70,9,98,34,0,0,70,41,0,1.0,0.0,0,0.45561307668685913
71,30,58,100,0,0,92,18,0,1.0,0.0,0,0.43048039078712463
72,39,127,158,0,0,74,31,0,1.0,0.33481779853757965,0,0.48952701687812805
73,8,101,248,0,0,69,42,0,1.0,0.0,0,0.545625627040863
74,2,100,34,0,0,84,35,0,1.0,0.0,0,0.46213963627815247
75,55,108,34,0,0,93,20,0,1.0,0.0,0,0.5052481889724731
76,55,125,82,0,0,85,39,0,1.0,0.0,0,0.5125541090965271
77,14,89,214,0,0,79,32,0,1.0,0.0,0,0.4984358251094818
78,59,82,254,0,0,89,49,0,1.0,0.0,0,0.4502906799316406
79,37,119,68,0,0,57,34,0,1.0,0.0,0,0.448472261428833
80,44,112,119,0,0,95,35,0,1.0,0.0,0,0.5274236798286438
81,38,23,194,0,0,48,42,0,1.0,0.0,0,0.5379791855812073
82,6,56,109,0,0,79,32,0,1.0,0.0,0,0.5141664743423462
83,37,94,233,0,0,61,34,0,1.0,0.0,0,0.520325779914856
84,43,12,3,0,0,88,39,0,1.0,0.0,0,0.5109696984291077
85,9,4,145,0,0,80,37,0,1.0,0.0,0,0.5474086999893188
86,8,50,163,0,0,64,32,0,1.0,0.0,0,0.556508481502533
87,58,122,174,0,0,79,40,0,1.0,0.0,0,0.4226810336112976
88,43,20,78,0,0,98,50,0,1.0,0.0,0,0.5297351479530334
89,12,125,103,0,0,75,46,0,1.0,0.0,0,0.5314926505088806
90,58,126,129,0,0,77,42,0,1.0,0.0,0,0.4985507130622864
91,61,64,170,0,0,85,20,0,1.0,0.0,0,0.5739750862121582
92,16,44,181,0,0,94,37,0,1.0,0.0,0,0.46681833267211914
93,52,71,33,0,0,59,31,0,1.0,0.0,0,0.5088314414024353
94,16,61,186,0,0,103,29,0,1.0,0.0,0,0.49130842089653015
95,0,30,133,0,0,69,39,0,1.0,0.0,0,0.4384947419166565
96,24,98,251,0,0,66,42,0,1.0,0.0,0,0.5206723213195801
97,8,45,141,0,0,43,49,0,1.0,0.0,0,0.47569936513900757
98,16,92,198,0,0,76,41,0,1.0,0.0,0,0.5215218663215637
99,43,64,48,0,0,60,37,0,1.0,0.0,0,0.541943371295929
100,38,110,241,0,0,106,49,0,1.0,0.0,0,0.5097130537033081
101,21,47,248,0,0,115,28,0,1.0,0.0,0,0.43277040123939514
102,36,35,166,0,0,75,42,0,1.0,0.0,0,0.4797816574573517
103,35,29,220,0,0,81,34,0,1.0,0.0,0,0.45416444540023804
104,34,89,116,0,0,77,46,0,1.0,0.0,0,0.5083052515983582
105,16,19,83,0,0,69,40,0,1.0,0.0,0,0.5180975198745728
106,51,116,141,0,0,55,38,0,1.0,0.0,0,0.47879695892333984
107,38,84,7,0,0,78,34,0,1.0,0.0,0,0.4949040412902832
108,52,38,10,0,0,61,29,0,1.0,0.0,0,0.450893759727478
109,16,71,36,0,0,92,24,0,1.0,0.0,0,0.4162023365497589
110,28,11,105,0,0,63,43,0,1.0,0.0,0,0.5248921513557434
111,49,36,248,0,0,77,28,0,1.0,0.0,0,0.538845419883728
112,33,43,19,0,0,91,46,0,0.5,0.0,0,0.5340684652328491
113,56,8,11,0,0,71,43,0,1.0,0.0,0,0.5348871350288391
114,56,101,190,0,0,75,37,0,1.0,0.0,0,0.549349308013916
115,21,123,29,0,0,84,29,0,1.0,0.0,0,0.5261929631233215
116,9,61,131,0,0,90,47,0,1.0,0.0,0,0.5016630291938782
117,56,107,12,0,0,56,55,0,1.0,0.0,0,0.5963327288627625
118,56,122,17,0,0,63,41,0,1.0,0.0,0,0.45683613419532776
119,56,58,44,0,0,53,35,0,1.0,0.0,0,0.442411333322525
120,61,90,194,0,0,76,38,0,1.0,0.0,0,0.48716455698013306
121,44,29,108,0,0,47,40,0,1.0,0.0,0,0.5015369057655334
122,52,101,175,0,0,112,40,0,1.0,0.0,0,0.48412272334098816
123,9,121,145,0,0,97,39,0,1.0,0.0,0,0.507280707359314
124,61,27,235,0,0,82,33,0,1.0,0.0,0,0.4224308729171753
125,9,124,142,0,0,94,27,0,1.0,0.0,0,0.42531758546829224
126,5,121,18,0,0,57,41,0,1.0,0.0,0,0.49633756279945374
127,5,66,61,0,0,76,44,0,1.0,0.0,0,0.49639561772346497
128,0,65,168,0,0,0,41,0,1.0,0.0,0,0.5145814418792725
129,18,48,152,0,0,0,47,0,1.0,0.0,0,0.5247179865837097
130,53,92,238,0,0,0,39,0,1.0,0.0,0,0.5561333894729614
131,1,114,66,0,0,0,41,0,1.0,0.0,0,0.5219518542289734
132,17,13,143,0,0,0,31,0,1.0,0.0,0,0.5370267033576965
133,1,68,28,0,0,0,50,0,1.0,0.0,0,0.5041978359222412
134,63,3,5,0,0,0,49,0,1.0,0.0,0,0.5230748057365417
135,17,27,213,0,0,0,40,0,1.0,0.0,0,0.45709607005119324
136,1,90,233,0,0,0,34,0,1.0,0.0,0,0.5109859108924866
137,17,113,61,0,0,0,36,0,1.0,0.0,0,0.5422000885009766
138,15,103,36,0,0,0,38,0,1.0,0.0,0,0.45127227902412415
139,34,45,178,0,0,0,29,0,1.0,0.0,0,0.45542198419570923
140,38,109,184,0,0,0,33,0,1.0,0.0,0,0.45916059613227844
141,16,92,139,0,0,0,40,0,1.0,0.0,0,0.5205521583557129
142,29,27,134,0,0,0,38,0,1.0,0.0,0,0.4087594747543335
143,16,114,19,0,0,0,35,0,1.0,0.0,0,0.4479368329048157
144,34,23,13,0,0,0,35,0,1.0,0.0,0,0.546707034111023
145,22,6,152,0,0,0,48,0,1.0,0.0,0,0.5592560768127441
146,20,52,175,0,0,0,29,0,1.0,0.0,0,0.4371573328971863
147,52,123,79,0,0,0,38,0,1.0,0.0,0,0.4413529336452484
148,61,108,117,0,0,0,41,0,1.0,0.0,0,0.4602101743221283
149,4,114,208,0,0,0,38,0,1.0,0.0,0,0.5258765816688538
150,16,64,135,0,0,0,39,0,1.0,0.0,0,0.5086506009101868
151,16,29,152,0,0,0,56,0,1.0,0.0,0,0.47710978984832764
152,17,34,230,0,0,0,39,0,1.0,0.0,0,0.4926704466342926
153,38,10,154,0,0,0,23,0,1.0,0.0,0,0.5154018402099609
154,19,70,102,0,0,0,39,0,1.0,0.0,0,0.5272602438926697
155,19,20,202,0,0,0,34,0,1.0,0.0,0,0.5007926225662231
156,58,38,168,0,0,0,40,0,1.0,0.0,0,0.4962634742259979
157,12,44,73,0,0,0,38,0,1.0,0.0,0,0.5430155396461487
158,16,100,162,0,0,0,44,0,1.0,0.0,0,0.44595983624458313
159,38,112,179,0,0,0,28,0,1.0,0.0,0,0.5279632806777954
160,38,84,64,0,0,0,40,0,1.0,0.0,0,0.4865852892398834
161,38,74,2,0,0,0,37,0,1.0,0.0,0,0.4813917577266693
162,38,84,192,0,0,0,45,0,1.0,0.0,0,0.4820476174354553
163,1,123,38,0,0,0,43,0,1.0,0.0,0,0.5476931929588318
164,38,74,151,0,0,0,23,0,1.0,0.0,0,0.5326740741729736
165,38,85,94,0,0,0,51,0,1.0,0.0,0,0.5727148652076721
166,6,85,202,0,0,0,41,0,1.0,0.0,0,0.5351288318634033
167,6,78,151,0,0,0,51,0,1.0,0.0,0,0.5248878002166748
168,38,58,42,0,0,0,24,0,1.0,0.0,0,0.4922950565814972
169,1,21,72,0,0,0,42,0,1.0,0.0,0,0.5527133345603943
170,1,85,83,0,0,0,35,0,1.0,0.0,0,0.4767833948135376
171,6,43,51,0,0,0,27,0,1.0,0.0,0,0.47629860043525696
172,19,38,28,0,0,0,50,0,1.0,0.0,0,0.5081727504730225
173,26,49,147,0,0,0,33,0,1.0,0.0,0,0.5299297571182251
174,10,86,209,0,0,0,56,0,1.0,0.0,0,0.5407172441482544
175,33,43,19,1,0,0,71,0,0.5,0.0,0,0.5340684652328491
176,55,7,225,0,0,0,28,0,1.0,0.0,0,0.42276307940483093
177,10,58,189,0,0,0,43,0,1.0,0.0,0,0.5045697689056396
178,26,42,25,0,0,0,40,0,1.0,0.0,0,0.4511077404022217
179,53,30,55,0,0,0,59,0,1.0,0.0,0,0.532651424407959
180,39,42,4,0,0,0,32,0,1.0,0.0,0,0.5106080770492554
181,27,117,83,0,0,0,47,0,1.0,0.0,0,0.4986019432544708
182,22,65,246,0,0,0,31,0,1.0,0.0,0,0.5171374678611755
183,11,2,175,0,0,0,36,0,1.0,0.0,0,0.4917526841163635
184,62,13,223,0,0,0,34,0,1.0,0.0,0,0.5597432851791382
185,61,78,122,0,0,0,37,0,1.0,0.0,0,0.5775164365768433
186,9,18,222,0,0,0,24,0,1.0,0.0,0,0.5326863527297974
187,9,21,236,0,0,0,31,0,1.0,0.0,0,0.5921388864517212
188,20,26,86,0,0,0,44,0,1.0,0.0,0,0.6017558574676514
189,20,61,61,0,0,0,36,0,1.0,0.0,0,0.5275760889053345
190,9,124,187,0,0,0,49,0,1.0,0.0,0,0.4831235408782959
191,9,27,130,0,0,0,50,0,1.0,0.0,0,0.49023139476776123
192,61,4,191,0,0,0,35,0,1.0,0.0,0,0.45450907945632935
193,56,47,60,0,0,0,51,0,1.0,0.0,0,0.5549072623252869
194,44,9,26,0,0,0,34,0,1.0,0.0,0,0.49017736315727234
195,9,91,3,0,0,0,47,0,1.0,0.0,0,0.5004961490631104
196,9,69,255,0,0,0,37,0,1.0,0.0,0,0.48606210947036743
197,27,73,78,0,0,0,28,0,1.0,0.0,0,0.5563175082206726
198,9,91,195,0,0,0,44,0,1.0,0.0,0,0.5637410879135132
199,52,10,210,0,0,0,43,0,1.0,0.0,0,0.49007442593574524
200,17,16,46,0,0,0,38,0,1.0,0.0,0,0.5652677416801453
201,44,127,218,0,0,0,50,0,1.0,0.0,0,0.48705926537513733
202,17,65,219,0,0,0,36,0,1.0,0.0,0,0.5023672580718994
203,9,74,59,0,0,0,32,0,1.0,0.0,0,0.5479562282562256
204,20,52,195,0,0,0,57,0,1.0,0.0,0,0.5542095899581909
205,44,84,114,0,0,0,33,0,1.0,0.0,0,0.4963270425796509
206,31,101,209,0,0,0,33,0,1.0,0.0,0,0.49179768562316895
207,51,68,86,0,0,0,32,0,1.0,0.0,0,0.5011380314826965
208,62,11,63,0,0,0,36,0,1.0,0.0,0,0.5030169486999512
209,53,23,26,0,0,0,36,0,1.0,0.0,0,0.5187750458717346
210,9,38,246,0,0,0,46,0,1.0,0.0,0,0.5096135139465332
211,22,62,69,0,0,0,35,0,1.0,0.0,0,0.5172256827354431
212,1,75,152,0,0,0,37,0,0.5,0.0,0,0.45178359746932983
213,58,51,30,0,0,0,37,0,1.0,0.0,0,0.5363093018531799
214,1,91,151,0,0,0,43,0,1.0,0.0,0,0.5123811960220337
215,1,42,202,0,0,0,34,0,1.0,0.0,0,0.500870406627655
216,55,7,169,0,0,0,42,0,1.0,0.0,0,0.4840168058872223
217,40,40,90,0,0,0,32,0,1.0,0.0,0,0.551703929901123
218,1,10,166,0,0,0,41,0,1.0,0.0,0,0.5014966130256653
219,1,52,83,0,0,0,45,0,1.0,0.0,0,0.4743710160255432
220,1,32,251,0,0,0,58,0,1.0,0.0,0,0.4175519347190857
221,1,52,213,0,0,0,35,0,1.0,0.0,0,0.49621859192848206
222,35,24,168,0,0,0,54,0,1.0,0.0,0,0.5179909467697144
223,1,16,211,0,0,0,44,0,1.0,0.0,0,0.48561719059944153
224,61,26,151,0,0,0,32,0,1.0,0.2630578865035017,0,0.4849346876144409
225,1,84,51,0,0,0,36,0,1.0,0.0,0,0.4606976807117462
226,48,66,40,0,0,0,34,0,1.0,0.0,0,0.48891115188598633
227,48,9,81,0,0,0,45,0,1.0,0.0,0,0.515543520450592
228,58,38,232,0,0,0,27,0,1.0,0.0,0,0.4966917932033539
229,51,126,96,0,0,0,35,0,1.0,0.0,0,0.4573110342025757
230,51,96,185,0,0,0,50,0,1.0,0.0,0,0.5332373976707458
231,48,4,204,0,0,0,29,0,1.0,0.0,0,0.6318346858024597
232,27,32,199,0,0,0,40,0,1.0,0.0,0,0.5541911125183105
233,60,33,88,0,0,0,40,0,1.0,0.0,0,0.443505197763443
234,48,85,239,0,0,0,37,0,1.0,0.0,0,0.589113712310791
235,48,107,220,0,0,0,49,0,1.0,0.0,0,0.4931541383266449
236,53,105,51,0,0,0,53,0,1.0,0.0,0,0.47195038199424744
237,25,85,164,0,0,0,33,0,1.0,0.0,0,0.5686653852462769
238,8,17,163,0,0,0,42,0,1.0,0.0,0,0.5228584408760071
239,58,112,152,0,0,0,33,0,1.0,0.0,0,0.4580231308937073
240,18,79,205,0,0,0,32,0,1.0,0.0,0,0.511725127696991
241,60,92,66,0,0,0,63,0,1.0,0.0,0,0.4617216885089874
242,11,3,32,0,0,0,34,0,1.0,0.0,0,0.511019229888916
243,62,18,85,0,0,0,37,0,1.0,0.0,0,0.5968344211578369
244,54,123,232,0,0,0,43,0,1.0,0.0,0,0.5566022396087646
245,6,106,113,0,0,0,44,0,1.0,0.0,0,0.48502326011657715
246,54,38,225,0,0,0,45,0,1.0,0.0,0,0.5326228737831116
247,9,66,208,0,0,0,46,0,1.0,0.0,0,0.5363245606422424
248,51,16,214,0,0,0,35,0,1.0,0.0,0,0.5256876945495605
249,42,46,222,0,0,0,33,0,1.0,0.0,0,0.5369776487350464
250,43,53,27,0,0,0,28,0,1.0,0.0,0,0.49663645029067993
251,5,102,111,0,0,0,48,0,1.0,0.0,0,0.504401445388794
252,27,62,199,0,0,0,25,0,1.0,0.0,0,0.5428007245063782
253,43,21,251,0,0,0,46,0,1.0,0.0,0,0.544248104095459
254,58,119,24,0,0,0,48,0,1.0,0.0,0,0.48547643423080444
255,5,6,181,0,0,0,54,0,1.0,0.0,0,0.46988946199417114
256,49,69,139,0,0,0,0,0,1.0,0.0,0,0.42787444591522217
257,1,123,195,0,0,0,0,0,1.0,0.0,0,0.47127148509025574
258,4,64,13,0,0,0,0,0,1.0,0.0,0,0.5340192317962646
259,59,14,213,0,0,0,0,0,1.0,0.0,0,0.553654134273529
260,11,121,183,0,0,0,0,0,1.0,0.0,0,0.5057056546211243
261,26,109,199,0,0,0,0,0,1.0,0.0,0,0.49390584230422974
262,3,24,12,0,0,0,0,0,1.0,0.0,0,0.5168612599372864
263,11,106,154,0,0,0,0,0,1.0,0.0,0,0.4658607542514801
264,11,72,79,0,0,0,0,0,1.0,0.0,0,0.47505274415016174
265,45,106,247,0,0,0,0,0,1.0,0.0,0,0.47438928484916687
266,50,18,155,0,0,0,0,0,1.0,0.0,0,0.4772416949272156
267,39,103,110,0,0,0,0,0,1.0,0.0,0,0.5671920776367188
268,39,72,138,0,0,0,0,0,1.0,0.0,0,0.5337164998054504
269,49,64,134,0,0,0,0,0,1.0,0.0,0,0.4512324035167694
270,8,51,119,0,0,0,0,0,1.0,0.0,0,0.5145252346992493
271,10,57,62,0,0,0,0,0,1.0,0.0,0,0.5149498581886292
272,51,96,147,0,0,0,0,0,1.0,0.0,0,0.5107142329216003
273,53,86,20,0,0,0,0,0,1.0,0.0,0,0.5015468001365662
274,10,67,95,0,0,0,0,0,1.0,0.0,0,0.6141808032989502
275,39,117,204,0,0,0,0,0,1.0,0.0,0,0.5643649697303772
276,45,115,3,0,0,0,0,0,1.0,0.0,0,0.47320613265037537
277,30,113,15,0,0,0,0,0,1.0,0.0,0,0.5288962125778198
278,7,14,96,0,0,0,0,0,1.0,0.0,0,0.49689367413520813
279,45,12,67,0,0,0,0,0,1.0,0.0,0,0.5130069851875305
280,33,102,243,0,0,0,0,0,1.0,0.0,0,0.5058435797691345
281,30,30,169,0,0,0,0,0,1.0,0.0,0,0.48107433319091797
282,10,19,145,0,0,0,0,0,1.0,0.0,0,0.5123746991157532
283,39,70,53,0,0,0,0,0,1.0,0.0,0,0.4424746334552765
284,32,95,64,0,0,0,0,0,1.0,0.0,0,0.57256680727005
285,8,67,1,0,0,0,0,0,1.0,0.0,0,0.4869205951690674
286,33,111,48,0,0,0,0,0,1.0,0.0,0,0.552909791469574
287,30,94,127,0,0,0,0,0,1.0,0.0,0,0.4702495336532593
288,50,80,174,0,0,0,0,0,1.0,0.0,0,0.3996084928512573
289,45,38,33,0,0,0,0,0,1.0,0.0,0,0.48603522777557373
290,30,14,62,0,0,0,0,0,1.0,0.0,0,0.47787782549858093
291,41,22,17,0,0,0,0,0,1.0,0.0,0,0.46475115418434143
292,24,75,201,0,0,0,0,0,1.0,0.0,0,0.4802723824977875
293,36,61,2,0,0,0,0,0,1.0,0.0,0,0.4023943245410919
294,29,4,201,0,0,0,0,0,1.0,0.0,0,0.5233166813850403
295,41,112,139,0,0,0,0,0,1.0,0.0,0,0.5276930332183838
296,11,5,95,0,0,0,0,0,1.0,0.0,0,0.4752364158630371
297,23,124,20,0,0,0,0,0,1.0,0.0,0,0.5107309818267822
298,41,14,7,0,0,0,0,0,1.0,0.0,0,0.5047439336776733
299,3,79,243,0,0,0,0,0,1.0,0.0,0,0.5064073204994202
300,3,54,12,0,0,0,0,0,1.0,0.0,0,0.5137648582458496
301,44,22,93,0,0,0,0,0,1.0,0.0,0,0.4577709436416626
302,3,60,38,0,0,0,0,0,1.0,0.0,0,0.4603698253631592
303,41,117,81,0,0,0,0,0,1.0,0.34439171236218374,0,0.48577186465263367
304,41,68,113,0,0,0,0,0,1.0,0.0,0,0.4636372923851013
305,36,120,38,0,0,0,0,0,1.0,0.0,0,0.4363303482532501
306,46,27,78,0,0,0,0,0,1.0,0.0,0,0.4739299416542053
307,41,65,207,0,0,0,0,0,1.0,0.0,0,0.45507457852363586
308,28,115,81,0,0,0,0,0,1.0,0.0,0,0.45844876766204834
309,37,124,56,0,0,0,0,0,1.0,0.0,0,0.548347532749176
310,59,52,20,0,0,0,0,0,1.0,0.0,0,0.542717695236206
311,4,87,230,0,0,0,0,0,1.0,0.0,0,0.4717003405094147
312,4,53,211,0,0,0,0,0,1.0,0.0,0,0.5013994574546814
313,59,11,167,0,0,0,0,0,1.0,0.0,0,0.5451422929763794
314,26,124,19,0,0,0,0,0,1.0,0.0,0,0.46791741251945496
315,26,107,76,0,0,0,0,0,1.0,0.0,0,0.4755915105342865
316,20,26,204,0,0,0,0,0,1.0,0.0,0,0.5277177691459656
317,10,97,164,0,0,0,0,0,1.0,0.0,0,0.5676057934761047
318,27,35,249,0,0,0,0,0,1.0,0.0,0,0.5553879141807556
319,49,115,167,0,0,0,0,0,1.0,0.0,0,0.4586521089076996
320,49,35,35,0,0,0,0,0,1.0,0.0,0,0.5148617625236511
321,61,46,189,0,0,0,0,0,1.0,0.0,0,0.5061916708946228
322,16,19,13,0,0,0,0,0,1.0,0.0,0,0.512624204158783
323,5,74,145,0,0,0,0,0,1.0,0.0,0,0.4514526426792145
324,46,55,139,0,0,0,0,0,1.0,0.0,0,0.557410478591919
325,25,119,236,0,0,0,0,0,1.0,0.0,0,0.5088637471199036
326,43,20,39,0,0,0,0,0,1.0,0.0,0,0.5775691866874695
327,28,55,129,0,0,0,0,0,1.0,0.0,0,0.5622008442878723
328,46,126,190,0,0,0,0,0,1.0,0.0,0,0.48192495107650757
329,28,18,252,0,0,0,0,0,1.0,0.0,0,0.5384698510169983
330,3,88,2,0,0,0,0,0,1.0,0.0,0,0.4960305094718933
331,38,82,162,0,0,0,0,0,1.0,0.0,0,0.4606319069862366
332,25,18,123,0,0,0,0,0,1.0,0.0,0,0.5873122215270996
333,2,56,85,0,0,0,0,0,1.0,0.0,0,0.443131685256958
334,33,50,117,0,0,0,0,0,1.0,0.0,0,0.46566537022590637
335,46,6,104,0,0,0,0,0,1.0,0.0,0,0.43532028794288635
336,11,70,192,0,0,0,0,0,1.0,0.0,0,0.47325003147125244
337,6,46,195,0,0,0,0,0,1.0,0.0,0,0.49900078773498535
338,61,21,244,0,0,0,0,0,1.0,0.0,0,0.433455228805542
339,49,45,70,0,0,0,0,0,1.0,0.0,0,0.4473952353000641
340,42,78,101,0,0,0,0,0,1.0,0.0,0,0.49806079268455505
341,61,90,255,0,0,0,0,0,1.0,0.0,0,0.4464636743068695
342,30,13,234,0,0,0,0,0,1.0,0.371848182666627,0,0.508861243724823
343,36,60,208,0,0,0,0,0,1.0,0.0,0,0.4313192367553711
344,57,29,170,0,0,0,0,0,1.0,0.0,0,0.4535701274871826
345,3,26,130,0,0,0,0,0,1.0,0.0,0,0.4936443865299225
346,50,99,148,0,0,0,0,0,1.0,0.0,0,0.4473482668399811
347,11,2,62,0,0,0,0,0,1.0,0.0,0,0.440041720867157
348,10,108,199,0,0,0,0,0,1.0,0.0,0,0.5071305632591248
349,51,60,95,0,0,0,0,0,1.0,0.0,0,0.47275182604789734
350,12,59,18,0,0,0,0,0,1.0,0.0,0,0.5237149596214294
351,16,45,98,0,0,0,0,0,1.0,0.0,0,0.5476418733596802
352,10,106,170,0,0,0,0,0,1.0,0.0,0,0.5412556529045105
353,25,85,13,0,0,0,0,0,1.0,0.0,0,0.5230502486228943
354,43,53,3,0,0,0,0,0,1.0,0.0,0,0.5344452261924744
355,43,36,27,0,0,0,0,0,1.0,0.0,0,0.5783493518829346
356,62,61,121,0,0,0,0,0,1.0,0.0,0,0.4965730607509613
357,43,12,197,0,0,0,0,0,1.0,0.0,0,0.5618649125099182
358,43,89,124,0,0,0,0,0,1.0,0.0,0,0.5481549501419067
359,24,69,3,0,0,0,0,0,1.0,0.0,0,0.5195636749267578
360,43,111,182,0,0,0,0,0,1.0,0.0,0,0.5552005171775818
361,14,105,37,0,0,0,0,0,1.0,0.0,0,0.5692892670631409
362,62,54,229,0,0,0,0,0,1.0,0.0,0,0.48971396684646606
363,60,11,5,0,0,0,0,0,1.0,0.0,0,0.5887601971626282
364,48,121,145,0,0,0,0,0,1.0,0.0,0,0.5214819312095642
365,43,16,100,0,0,0,0,0,1.0,0.0,0,0.5425319671630859
366,48,122,210,0,0,0,0,0,1.0,0.2879650345294844,0,0.48627299070358276
367,14,50,116,0,0,0,0,0,1.0,0.0,0,0.5679498314857483
368,16,114,79,0,0,0,0,0,1.0,0.0,0,0.49769917130470276
369,13,70,244,0,0,0,0,0,1.0,0.0,0,0.4831899106502533
370,47,77,113,0,0,0,0,0,1.0,0.0,0,0.4777889847755432
371,61,63,97,0,0,0,0,0,1.0,0.0,0,0.5323792695999146
372,20,41,16,0,0,0,0,0,1.0,0.0,0,0.5440308451652527
373,14,119,200,0,0,0,0,0,1.0,0.0,0,0.541191816329956
