item_idx,l0_before_ref,l0_after,l1_before_ref,l1_after,l2_before_ref,l2_after
672,55,61,84,15,175,100
673,21,63,51,102,117,237
674,38,29,15,19,103,105
675,20,54,52,63,68,160
676,21,44,43,21,254,200
677,21,63,114,102,135,31
678,58,29,124,46,228,162
679,13,16,95,40,163,112
680,44,28,58,107,251,226
681,16,16,37,25,23,115
682,19,33,76,96,116,83
683,58,29,11,16,234,75
684,4,24,6,19,158,38
685,59,59,72,60,117,180
686,24,14,24,13,239,226
687,14,14,15,120,229,112
688,46,17,2,7,84,183
689,46,34,85,81,21,138
690,46,18,82,34,7,246
691,32,14,51,123,198,61
692,4,24,19,40,234,55
693,56,13,27,7,212,240
694,51,32,101,108,133,61
695,2,36,79,55,21,19
696,31,3,121,15,121,56
697,11,31,57,25,101,0
698,31,3,1,60,162,156
699,36,35,118,22,137,12
700,31,60,1,78,157,191
701,6,44,43,23,115,52
702,31,3,29,22,178,92
703,54,40,33,89,159,66
704,63,3,12,79,180,248
705,54,10,101,118,88,58
706,51,52,14,22,50,115
707,44,28,0,64,167,31
708,63,3,102,67,24,187
709,63,3,104,67,3,84
710,59,59,45,100,137,161
711,13,22,111,118,193,97
712,37,21,60,46,27,213
713,37,21,12,115,151,64
714,52,17,112,122,137,31
715,56,12,18,125,61,132
716,46,34,45,101,152,159
717,54,40,120,13,208,186
718,56,13,69,10,128,252
719,13,22,67,63,110,62
720,56,13,37,27,122,27
721,17,2,78,100,148,122
722,5,45,76,75,18,166
723,27,16,69,59,6,104
724,7,8,50,66,69,223
725,38,6,59,13,5,157
726,4,24,6,125,36,192
727,36,32,30,51,249,225
728,14,14,39,80,67,65
729,43,9,101,19,54,19
730,28,23,39,120,186,242
731,59,40,33,41,15,2
732,51,16,106,69,221,160
733,13,47,51,90,105,120
734,34,49,23,113,125,38
735,4,35,43,23,15,81
736,14,14,96,26,99,182
737,59,59,46,7,59,49
738,4,24,92,105,70,102
739,5,25,71,45,30,18
740,37,44,64,55,22,23
741,37,21,124,0,202,56
742,38,6,0,69,156,160
743,59,59,11,31,244,97
744,23,6,45,30,52,94
745,5,16,34,98,47,138
746,59,59,91,12,70,180
747,59,59,52,41,160,219
748,4,21,86,35,52,161
749,59,59,124,12,226,45
750,59,59,109,5,29,45
751,4,6,68,108,134,42
752,4,24,92,89,194,37
753,4,24,9,29,113,128
754,38,24,54,46,58,182
755,4,24,77,81,99,128
756,5,16,13,65,51,136
757,13,6,51,13,68,8
758,59,59,2,82,248,205
759,59,59,124,12,189,161
760,2,49,13,37,148,98
761,59,59,100,12,50,168
762,4,24,126,80,212,49
763,4,24,109,40,10,153
764,16,48,44,17,145,10
765,4,24,68,40,121,196
766,13,22,125,96,123,94
767,24,59,58,43,229,157
768,4,24,70,32,34,244
769,37,21,124,37,143,138
770,4,24,23,101,174,235
771,15,46,17,109,108,81
772,0,24,109,40,245,4
773,59,59,40,104,33,112
774,5,48,75,31,114,67
775,59,59,5,31,138,80
776,24,46,19,127,173,24
777,28,23,75,6,123,218
778,59,59,92,89,219,114
779,52,17,44,103,126,57
780,19,14,45,29,163,100
781,4,24,27,105,223,183
782,28,23,80,29,114,98
783,4,48,9,46,193,84
784,52,17,71,27,36,124
785,59,59,114,102,235,181
786,14,14,0,110,168,61
787,59,59,123,34,33,112
788,59,59,124,81,120,9
789,4,24,19,34,198,187
790,61,55,8,64,21,249
791,28,59,107,5,24,112
792,59,59,85,101,9,86
793,10,8,34,29,100,160
794,28,23,24,127,78,2
795,15,24,10,62,196,68
796,59,24,85,95,215,240
797,4,24,108,62,63,178
798,38,6,98,39,154,57
799,46,34,14,39,141,212
800,21,49,34,14,43,235
801,56,13,60,98,23,33
802,2,60,48,121,58,190
803,7,41,92,100,208,235
804,23,8,120,22,180,87
805,36,35,114,121,193,99
806,31,3,67,5,6,174
807,24,14,115,45,64,79
808,31,32,64,65,33,200
809,31,48,117,65,0,25
810,41,3,107,5,74,9
811,9,18,91,41,255,121
812,31,3,89,19,34,12
813,31,3,126,24,115,19
814,15,51,104,100,180,169
815,15,60,104,121,84,107
816,54,53,113,55,118,253
817,15,60,26,38,88,21
818,15,60,46,74,211,49
819,36,60,30,36,236,45
820,58,60,59,66,149,73
821,15,60,42,90,131,154
822,15,10,17,2,120,197
823,15,60,30,118,148,11
824,1,3,54,9,69,122
825,41,3,104,77,167,137
826,15,20,55,5,14,127
827,15,60,55,54,245,219
828,60,6,63,55,5,92
829,15,60,62,45,204,63
830,24,46,29,43,236,252
831,4,24,45,100,17,249
832,32,20,49,125,229,7
833,15,60,89,64,253,203
834,32,3,58,102,167,34
835,63,3,38,67,112,52
836,15,60,62,75,253,173
837,63,3,87,79,180,24
838,11,8,11,102,237,34
839,46,59,100,101,48,124
840,59,59,54,24,107,129
841,4,24,68,44,214,238
842,0,24,20,24,123,97
843,50,26,123,81,116,249
844,44,28,113,57,9,28
845,13,22,122,66,97,130
846,20,42,40,78,253,29
847,10,8,10,109,167,130
848,53,51,97,8,148,205
849,49,29,0,117,229,126
850,27,27,83,91,58,253
851,31,60,94,97,91,238
852,56,60,89,86,206,85
853,43,39,103,16,156,63
854,31,3,93,85,92,234
855,63,3,3,74,72,112
856,10,8,112,34,246,67
857,8,26,51,27,141,216
858,6,44,53,25,43,16
859,53,15,22,67,35,203
860,3,0,18,13,100,96
861,25,25,92,100,121,241
862,45,47,26,74,154,64
863,10,8,79,99,142,51
864,33,2,49,24,145,140
865,53,51,68,44,200,74
866,7,7,122,24,9,140
867,0,32,66,46,246,69
868,52,17,93,86,40,124
869,19,30,43,23,184,77
870,40,16,97,98,170,124
871,44,28,52,22,215,197
872,34,49,5,50,46,252
873,0,46,16,108,218,253
874,58,29,116,54,99,161
875,5,49,85,13,143,240
876,38,6,17,36,187,23
877,16,48,103,60,241,201
878,38,6,84,37,247,208
879,13,45,17,55,198,133
880,19,33,60,57,111,47
881,62,62,108,20,122,142
882,9,18,42,80,135,197
883,43,11,31,12,134,156
884,52,12,82,117,98,72
885,52,17,82,38,86,200
886,36,35,76,37,130,115
887,5,45,121,63,24,43
888,60,49,7,89,66,189
889,53,51,107,9,247,84
890,45,47,96,117,216,98
891,51,5,32,102,194,219
892,28,23,4,113,220,15
893,24,8,81,70,237,126
894,59,59,116,3,77,52
895,0,32,127,42,246,185
896,22,19,11,32,67,171
897,7,7,14,98,27,71
898,23,50,69,11,14,159
899,59,59,116,43,53,120
900,0,46,123,58,131,2
901,12,53,101,53,28,212
902,43,11,99,91,57,159
903,38,6,63,97,120,156
904,34,49,4,69,47,230
905,59,59,74,77,254,69
906,10,8,81,75,61,230
907,47,39,55,33,196,20
908,28,23,0,12,99,108
909,52,17,33,76,243,246
910,34,49,17,66,110,135
911,42,43,33,95,247,6
912,26,42,80,64,95,62
913,4,24,0,19,215,204
914,46,34,73,71,128,106
915,52,17,34,127,236,242
916,35,9,56,77,100,150
917,52,11,51,79,127,134
918,59,59,90,109,27,180
919,0,32,54,40,72,68
920,62,62,75,15,126,2
921,23,50,99,80,189,68
922,4,37,19,41,240,171
923,23,50,78,80,102,117
924,42,43,9,67,174,195
925,33,53,40,37,89,216
926,35,53,44,103,196,189
927,45,49,14,67,117,75
928,6,44,114,6,82,242
929,37,55,5,79,54,136
930,43,11,58,80,13,20
931,55,61,68,96,175,12
932,58,29,122,42,112,123
933,13,29,83,83,165,106
934,58,29,29,38,154,93
935,49,15,99,11,82,116
936,17,41,100,126,3,99
937,49,15,63,92,208,116
938,12,53,68,29,62,146
939,41,21,124,57,169,186
940,19,33,63,106,212,184
941,26,35,91,34,99,164
942,6,13,43,53,169,20
943,10,30,20,104,158,67
944,37,21,53,29,193,99
945,16,24,52,116,248,21
946,63,63,124,75,46,63
947,53,48,103,62,175,195
948,13,22,28,45,140,99
949,19,54,7,53,235,240
950,12,49,17,62,229,182
951,58,29,88,80,135,209
952,54,40,94,70,21,120
953,48,57,18,28,133,83
954,32,41,63,79,128,206
955,7,7,115,1,89,224
956,55,27,73,2,54,206
957,16,48,2,126,60,130
958,37,21,60,40,4,94
959,38,20,35,77,223,137
960,5,24,0,31,96,208
961,20,42,61,83,1,42
962,42,43,27,104,59,158
963,12,53,35,62,175,122
964,22,19,88,79,241,214
965,25,57,59,85,95,251
966,27,27,73,47,238,165
967,48,37,125,14,111,210
968,42,43,27,106,191,216
969,12,53,74,61,207,153
970,48,57,122,32,156,80
971,24,14,16,86,103,133
972,3,0,90,36,87,222
973,57,0,61,17,228,18
974,57,56,17,114,179,211
975,57,4,125,51,105,28
976,62,56,35,118,45,199
977,50,31,30,70,148,206
978,11,31,41,84,185,86
979,37,21,44,4,89,167
980,16,48,26,15,27,184
981,58,29,20,46,210,138
982,63,63,76,14,229,195
983,31,35,32,9,84,79
984,44,28,39,107,250,247
985,44,45,39,77,204,193
986,1,1,86,88,49,35
987,56,13,105,26,131,2
988,17,54,124,37,185,89
989,46,34,63,3,119,190
990,59,59,124,12,93,254
991,9,18,68,58,13,182
992,6,44,47,105,1,30
