item_idx,l0_before_ref,l0_after,changed
223,1,53,True
224,61,61,False
225,1,53,True
226,48,8,True
227,48,26,True
228,58,8,True
229,51,52,True
230,51,45,True
231,48,8,True
232,27,4,True
233,60,2,True
234,48,8,True
235,48,11,True
236,53,39,True
237,25,12,True
238,8,17,True
239,58,0,True
240,18,51,True
241,60,13,True
242,11,48,True
243,62,62,False
244,54,18,True
245,6,17,True
246,54,18,True
247,9,56,True
248,51,52,True
249,42,43,True
250,43,9,True
251,5,59,True
252,27,62,True
253,43,30,True
254,58,29,True
255,5,59,True
256,49,24,True
257,1,50,True
258,4,22,True
259,59,62,True
260,11,31,True
261,26,26,False
262,3,1,True
263,11,31,True
264,11,31,True
265,45,34,True
266,50,3,True
267,39,15,True
268,39,34,True
269,49,48,True
270,8,11,True
271,10,10,False
272,51,52,True
273,53,39,True
274,10,10,False
275,39,34,True
276,45,34,True
277,30,45,True
278,7,7,False
279,45,7,True
280,33,27,True
281,30,3,True
282,10,10,False
283,39,45,True
284,32,57,True
285,8,11,True
286,33,27,True
287,30,45,True
288,50,3,True
289,45,19,True
290,30,52,True
291,41,48,True
292,24,6,True
293,36,35,True
294,29,40,True
295,41,32,True
296,11,31,True
297,23,1,True
298,41,48,True
299,3,1,True
300,3,1,True
301,44,58,True
302,3,1,True
303,41,48,True
304,41,48,True
305,36,35,True
306,46,5,True
307,41,48,True
308,28,25,True
309,37,55,True
310,59,14,True
311,4,59,True
312,4,14,True
313,59,14,True
314,26,26,False
315,26,7,True
316,20,51,True
317,10,10,False
318,27,4,True
319,49,15,True
320,49,24,True
321,61,61,False
322,16,23,True
323,5,16,True
324,46,6,True
325,25,10,True
326,43,9,True
327,28,25,True
328,46,5,True
329,28,21,True
330,3,1,True
331,38,17,True
332,25,21,True
333,2,50,True
334,33,50,True
335,46,5,True
336,11,31,True
337,6,44,True
338,61,27,True
339,49,52,True
340,42,43,True
341,61,27,True
342,30,45,True
343,36,35,True
344,57,1,True
345,3,1,True
346,50,3,True
347,11,31,True
348,10,10,False
349,51,24,True
350,12,18,True
351,16,23,True
352,10,10,False
353,25,51,True
354,43,9,True
355,43,9,True
356,62,62,False
357,43,21,True
358,43,21,True
359,24,6,True
360,43,9,True
361,14,42,True
362,62,46,True
363,60,42,True
364,48,46,True
365,43,21,True
366,48,8,True
367,14,42,True
368,16,23,True
369,13,50,True
370,47,37,True
371,61,61,False
372,20,51,True
373,14,42,True
374,60,2,True
375,48,8,True
376,60,1,True
377,13,26,True
378,52,46,True
379,25,21,True
380,45,26,True
381,10,10,False
382,52,46,True
383,38,17,True
384,15,15,False
385,6,44,True
386,56,60,True
387,56,60,True
388,25,21,True
389,62,9,True
390,48,8,True
391,12,33,True
392,6,10,True
393,61,27,True
394,21,19,True
395,12,33,True
396,42,43,True
397,6,44,True
398,6,44,True
399,6,44,True
400,59,20,True
401,56,60,True
402,36,20,True
403,0,20,True
404,11,46,True
405,41,35,True
406,50,3,True
407,0,20,True
408,5,59,True
409,12,33,True
410,49,24,True
411,22,51,True
412,48,8,True
413,42,43,True
414,56,60,True
415,58,28,True
416,61,61,False
417,49,24,True
418,24,19,True
419,52,46,True
420,13,50,True
421,44,58,True
422,34,16,True
423,59,23,True
424,16,16,False
425,47,30,True
426,20,54,True
427,38,17,True
428,22,51,True
429,44,58,True
430,25,21,True
431,20,8,True
432,62,62,False
433,62,62,False
434,42,43,True
435,52,46,True
436,28,12,True
437,58,16,True
438,21,19,True
439,42,43,True
440,9,38,True
441,4,22,True
442,16,23,True
443,42,43,True
444,12,33,True
445,62,62,False
446,12,27,True
447,9,38,True
448,12,33,True
449,38,23,True
450,16,23,True
451,13,50,True
452,23,37,True
453,56,60,True
454,4,22,True
455,7,44,True
456,13,50,True
457,38,17,True
458,49,24,True
459,20,51,True
460,18,56,True
461,53,39,True
462,13,50,True
463,17,49,True
464,0,20,True
465,24,6,True
466,7,23,True
467,19,47,True
468,33,27,True
469,13,50,True
470,54,0,True
471,37,19,True
472,58,0,True
473,58,0,True
474,1,53,True
475,14,18,True
476,8,11,True
477,16,25,True
478,10,10,False
479,39,34,True
480,44,58,True
481,44,58,True
482,61,61,False
483,33,27,True
484,10,10,False
485,59,45,True
486,26,52,True
487,47,30,True
488,22,51,True
489,7,3,True
490,19,47,True
491,48,8,True
492,10,10,False
493,19,47,True
494,26,26,False
495,43,21,True
496,6,44,True
497,52,46,True
498,16,23,True
499,57,48,True
500,20,26,True
501,15,15,False
502,31,13,True
503,41,15,True
504,39,28,True
505,31,13,True
506,9,38,True
507,31,15,True
508,15,15,False
509,15,15,False
510,34,15,True
511,15,15,False
512,15,15,False
513,31,13,True
514,31,15,True
515,36,35,True
516,15,15,False
517,48,61,True
518,9,38,True
519,9,38,True
520,10,10,False
521,41,1,True
522,29,1,True
523,51,52,True
524,17,49,True
525,38,17,True
526,24,59,True
527,13,50,True
528,44,58,True
529,4,20,True
530,17,38,True
531,21,19,True
532,30,59,True
533,46,5,True
534,17,49,True
535,61,12,True
536,33,16,True
537,5,28,True
538,46,5,True
539,5,21,True
540,6,59,True
541,56,39,True
542,61,61,False
543,52,46,True
544,58,0,True
545,32,32,False
546,2,41,True
547,22,51,True
548,62,21,True
549,14,42,True
550,22,8,True
551,62,62,False
552,22,51,True
553,52,46,True
554,31,17,True
555,42,43,True
556,16,23,True
557,35,54,True
558,36,12,True
559,59,14,True
560,9,38,True
561,48,51,True
562,6,44,True
563,9,38,True
564,10,10,False
565,58,0,True
566,38,17,True
567,48,56,True
568,46,5,True
569,55,54,True
570,27,4,True
571,54,18,True
572,49,24,True
573,46,17,True
574,28,10,True
575,58,5,True
576,32,32,False
577,43,9,True
578,52,23,True
579,38,17,True
580,14,42,True
581,23,37,True
582,42,43,True
583,62,62,False
584,12,33,True
585,19,9,True
586,43,9,True
587,43,47,True
588,43,47,True
589,14,42,True
590,35,21,True
591,46,5,True
592,62,62,False
593,19,47,True
594,43,21,True
595,61,61,False
596,62,43,True
597,42,37,True
598,54,18,True
599,48,27,True
600,54,18,True
601,41,33,True
602,18,12,True
603,56,60,True
604,56,60,True
605,9,38,True
606,56,60,True
607,56,60,True
608,4,52,True
609,56,36,True
610,52,46,True
611,49,7,True
612,36,28,True
613,38,17,True
614,5,55,True
615,43,47,True
616,52,46,True
617,0,20,True
618,17,37,True
619,38,17,True
620,24,59,True
621,4,59,True
622,0,22,True
623,35,35,False
624,5,61,True
625,53,39,True
626,0,20,True
627,11,23,True
628,32,32,False
629,16,23,True
630,43,21,True
631,51,52,True
632,22,51,True
633,52,46,True
634,63,63,False
635,52,46,True
636,55,54,True
637,30,45,True
638,47,30,True
639,55,54,True
640,49,24,True
641,13,3,True
642,29,5,True
643,19,56,True
644,24,44,True
645,61,27,True
646,50,35,True
647,61,27,True
648,19,54,True
649,61,8,True
650,62,62,False
651,42,43,True
652,22,51,True
653,42,16,True
654,42,43,True
655,46,59,True
656,58,14,True
657,5,21,True
658,5,28,True
659,62,62,False
660,42,56,True
661,39,34,True
662,45,34,True
663,30,45,True
664,33,27,True
665,39,34,True
666,30,45,True
667,45,34,True
668,39,34,True
669,8,11,True
670,33,27,True
671,50,3,True
672,55,54,True
673,21,19,True
674,38,58,True
675,20,49,True
676,21,19,True
677,21,19,True
678,58,0,True
679,13,50,True
680,44,58,True
681,16,59,True
682,19,47,True
683,58,0,True
684,4,59,True
685,59,14,True
686,24,42,True
687,14,42,True
688,46,5,True
689,46,5,True
690,46,5,True
691,32,42,True
692,4,22,True
693,56,60,True
694,51,52,True
695,2,3,True
696,31,13,True
697,11,31,True
698,31,13,True
699,36,35,True
700,31,13,True
701,6,44,True
702,31,13,True
703,54,18,True
704,63,2,True
705,54,18,True
706,51,52,True
707,44,58,True
708,63,57,True
709,63,57,True
710,59,14,True
711,13,50,True
712,37,55,True
713,37,55,True
714,52,46,True
715,56,60,True
716,46,5,True
717,54,18,True
718,56,60,True
719,13,50,True
720,56,55,True
721,17,49,True
722,5,6,True
723,27,49,True
724,7,10,True
725,38,17,True
726,4,59,True
727,36,13,True
728,14,42,True
729,43,20,True
730,28,25,True
731,59,14,True
732,51,28,True
733,13,50,True
734,34,16,True
735,4,22,True
736,14,42,True
737,59,22,True
738,4,59,True
739,5,50,True
740,37,55,True
741,37,55,True
742,38,17,True
743,59,14,True
744,23,17,True
745,5,59,True
746,59,14,True
747,59,14,True
748,4,59,True
749,59,14,True
750,59,14,True
751,4,22,True
752,4,59,True
753,4,22,True
754,38,22,True
755,4,22,True
756,5,63,True
757,13,17,True
758,59,14,True
759,59,14,True
760,2,16,True
761,59,14,True
762,4,44,True
763,4,22,True
764,16,23,True
765,4,22,True
766,13,23,True
767,24,14,True
768,4,22,True
769,37,55,True
770,4,22,True
771,15,20,True
772,0,59,True
773,59,14,True
774,5,23,True
775,59,14,True
776,24,22,True
777,28,25,True
778,59,14,True
779,52,46,True
780,19,42,True
781,4,59,True
782,28,25,True
783,4,23,True
784,52,46,True
785,59,14,True
786,14,42,True
787,59,22,True
788,59,42,True
789,4,22,True
790,61,61,False
791,28,14,True
792,59,22,True
793,10,47,True
794,28,12,True
795,15,34,True
796,59,15,True
797,4,22,True
798,38,17,True
799,46,3,True
800,21,19,True
801,56,60,True
802,2,41,True
803,7,60,True
804,23,10,True
805,36,35,True
806,31,13,True
807,24,6,True
808,31,13,True
809,31,39,True
810,41,13,True
811,9,38,True
812,31,13,True
813,31,13,True
814,15,15,False
815,15,39,True
816,54,15,True
817,15,15,False
818,15,15,False
819,36,35,True
820,58,15,True
821,15,15,False
822,15,13,True
823,15,57,True
824,1,15,True
825,41,15,True
826,15,14,True
827,15,15,False
828,60,15,True
829,15,13,True
830,24,6,True
831,4,59,True
832,32,32,False
833,15,15,False
834,32,57,True
835,63,15,True
836,15,42,True
837,63,57,True
838,11,14,True
839,46,14,True
840,59,14,True
841,4,22,True
842,0,22,True
843,50,50,False
844,44,29,True
845,13,0,True
846,20,26,True
847,10,10,False
848,53,10,True
849,49,24,True
850,27,4,True
851,31,13,True
852,56,46,True
853,43,42,True
854,31,13,True
855,63,57,True
856,10,10,False
857,8,11,True
858,6,44,True
859,53,38,True
860,3,1,True
861,25,21,True
862,45,34,True
863,10,10,False
864,33,27,True
865,53,39,True
866,7,7,False
867,0,17,True
868,52,46,True
869,19,12,True
870,40,16,True
871,44,58,True
872,34,16,True
873,0,20,True
874,58,0,True
875,5,16,True
876,38,17,True
877,16,23,True
878,38,17,True
879,13,0,True
880,19,12,True
881,62,62,False
882,9,38,True
883,43,9,True
884,52,61,True
885,52,46,True
886,36,35,True
887,5,28,True
888,60,16,True
889,53,39,True
890,45,52,True
891,51,52,True
892,28,25,True
893,24,6,True
894,59,14,True
895,0,35,True
896,22,51,True
897,7,7,False
898,23,37,True
899,59,14,True
900,0,28,True
901,12,33,True
902,43,9,True
903,38,17,True
904,34,16,True
905,59,14,True
906,10,10,False
907,47,30,True
908,28,25,True
909,52,46,True
910,34,16,True
911,42,43,True
912,26,26,False
913,4,22,True
914,46,5,True
915,52,46,True
916,35,47,True
917,52,46,True
918,59,14,True
919,0,20,True
920,62,62,False
921,23,37,True
922,4,22,True
923,23,37,True
924,42,43,True
925,33,27,True
926,35,33,True
927,45,16,True
928,6,22,True
929,37,55,True
930,43,47,True
931,55,54,True
932,58,0,True
933,13,0,True
934,58,28,True
935,49,24,True
936,17,23,True
937,49,24,True
938,12,33,True
939,41,48,True
940,19,12,True
941,26,12,True
942,6,44,True
943,10,39,True
944,37,55,True
945,16,14,True
946,63,35,True
947,53,23,True
948,13,0,True
949,19,23,True
950,12,16,True
951,58,29,True
952,54,18,True
953,48,8,True
954,32,13,True
955,7,7,False
956,55,54,True
957,16,46,True
958,37,55,True
959,38,9,True
960,5,20,True
961,20,26,True
962,42,43,True
963,12,33,True
964,22,51,True
965,25,8,True
966,27,4,True
967,48,8,True
968,42,43,True
969,12,33,True
970,48,8,True
971,24,6,True
972,3,1,True
973,57,1,True
974,57,48,True
975,57,14,True
976,62,48,True
977,50,31,True
978,11,31,True
979,37,55,True
980,16,23,True
981,58,0,True
982,63,57,True
983,31,35,True
984,44,58,True
985,44,28,True
986,1,53,True
987,56,60,True
988,17,49,True
989,46,5,True
990,59,14,True
991,9,38,True
992,6,44,True
993,59,14,True
994,59,14,True
995,43,9,True
996,43,21,True
997,49,24,True
998,59,14,True
999,4,20,True
1000,38,17,True
1001,24,17,True
1002,59,59,False
1003,27,11,True
1004,50,50,False
1005,28,25,True
1006,43,62,True
1007,56,60,True
1008,38,17,True
1009,38,17,True
1010,38,17,True
1011,0,20,True
1012,34,16,True
1013,5,59,True
1014,62,61,True
1015,7,2,True
1016,46,16,True
1017,9,38,True
1018,62,62,False
1019,42,43,True
1020,29,40,True
1021,19,47,True
1022,4,14,True
1023,36,35,True
1024,4,22,True
1025,23,37,True
1026,62,62,False
1027,4,22,True
1028,42,43,True
1029,20,26,True
1030,49,24,True
1031,52,46,True
1032,46,37,True
1033,62,62,False
1034,34,23,True
1035,58,0,True
1036,53,39,True
1037,53,31,True
1038,58,0,True
1039,61,27,True
1040,42,43,True
1041,61,61,False
1042,42,43,True
1043,25,54,True
1044,23,1,True
1045,3,1,True
1046,20,33,True
1047,3,1,True
1048,52,46,True
1049,28,25,True
1050,12,9,True
1051,33,27,True
1052,28,25,True
1053,6,44,True
1054,6,44,True
1055,5,22,True
1056,37,55,True
1057,19,37,True
1058,47,30,True
1059,6,61,True
1060,8,11,True
1061,51,52,True
1062,54,3,True
1063,10,10,False
1064,7,7,False
1065,53,39,True
1066,30,36,True
1067,51,52,True
1068,11,31,True
1069,63,57,True
1070,43,47,True
1071,41,1,True
1072,11,31,True
1073,52,46,True
1074,28,48,True
1075,53,39,True
1076,14,42,True
1077,36,35,True
1078,17,49,True
1079,51,52,True
1080,1,53,True
1081,31,16,True
1082,1,53,True
1083,21,19,True
1084,54,1,True
1085,33,7,True
1086,51,52,True
1087,5,16,True
1088,33,27,True
1089,15,15,False
1090,24,21,True
1091,31,60,True
1092,51,13,True
1093,7,45,True
1094,47,47,False
1095,13,50,True
1096,14,6,True
1097,32,32,False
1098,13,50,True
1099,10,0,True
1100,31,27,True
1101,56,60,True
1102,36,59,True
1103,15,15,False
1104,9,38,True
1105,41,22,True
1106,44,44,False
1107,5,59,True
1108,17,49,True
1109,32,32,False
1110,38,48,True
1111,46,32,True
1112,29,0,True
1113,7,7,False
1114,46,5,True
1115,1,40,True
1116,3,63,True
1117,1,53,True
1118,17,49,True
1119,63,57,True
1120,19,47,True
1121,3,1,True
1122,44,58,True
1123,0,20,True
1124,36,57,True
1125,41,33,True
1126,11,60,True
1127,59,22,True
1128,49,7,True
1129,41,48,True
1130,41,48,True
1131,41,48,True
1132,16,14,True
1133,40,37,True
1134,62,62,False
1135,23,37,True
1136,62,62,False
1137,23,43,True
1138,23,37,True
1139,43,21,True
1140,62,62,False
1141,23,37,True
1142,42,43,True
1143,58,29,True
1144,38,17,True
1145,28,17,True
1146,38,17,True
1147,6,44,True
1148,37,55,True
1149,24,59,True
1150,38,17,True
1151,38,20,True
1152,46,15,True
1153,52,59,True
1154,51,46,True
1155,13,50,True
1156,46,5,True
1157,46,6,True
1158,43,47,True
1159,42,43,True
1160,28,25,True
1161,4,56,True
1162,5,59,True
1163,18,43,True
1164,43,21,True
1165,61,61,False
1166,42,43,True
1167,42,43,True
1168,42,43,True
1169,62,62,False
1170,20,18,True
1171,48,8,True
1172,39,8,True
1173,45,34,True
1174,16,23,True
1175,0,23,True
1176,4,22,True
1177,4,59,True
1178,16,23,True
1179,0,20,True
1180,35,47,True
1181,59,14,True
1182,46,23,True
1183,22,25,True
1184,59,13,True
1185,5,18,True
1186,5,28,True
1187,4,14,True
1188,4,22,True
1189,61,61,False
1190,5,23,True
1191,61,61,False
1192,37,55,True
1193,16,23,True
1194,59,14,True
1195,59,14,True
1196,4,59,True
1197,59,14,True
1198,5,59,True
1199,59,14,True
1200,4,47,True
1201,36,35,True
1202,61,61,False
1203,16,23,True
1204,61,19,True
1205,61,59,True
1206,44,9,True
1207,4,22,True
1208,36,22,True
1209,41,22,True
1210,35,47,True
1211,4,22,True
1212,36,35,True
1213,52,46,True
1214,5,20,True
1215,14,55,True
1216,0,22,True
1217,4,38,True
1218,4,32,True
1219,46,5,True
1220,5,35,True
1221,21,59,True
1222,28,25,True
1223,36,35,True
1224,63,42,True
1225,5,35,True
1226,37,22,True
1227,4,59,True
1228,4,22,True
1229,0,17,True
1230,5,28,True
1231,37,55,True
1232,61,33,True
1233,59,28,True
1234,59,14,True
1235,16,23,True
1236,51,35,True
1237,60,47,True
1238,4,22,True
1239,4,22,True
1240,5,21,True
1241,16,23,True
1242,59,59,False
1243,41,63,True
1244,5,59,True
1245,4,20,True
1246,16,23,True
1247,23,56,True
1248,5,28,True
1249,8,33,True
1250,16,23,True
1251,37,55,True
1252,36,35,True
1253,16,23,True
1254,4,23,True
1255,4,22,True
1256,4,22,True
1257,0,20,True
1258,4,22,True
1259,16,23,True
1260,6,59,True
1261,24,17,True
1262,5,59,True
1263,16,23,True
1264,5,59,True
1265,4,22,True
1266,16,23,True
1267,52,55,True
1268,52,46,True
1269,16,23,True
1270,31,24,True
1271,37,55,True
1272,4,59,True
1273,4,22,True
1274,59,16,True
1275,16,23,True
1276,16,23,True
1277,16,46,True
1278,36,35,True
1279,16,23,True
1280,4,59,True
1281,4,22,True
1282,16,22,True
1283,38,17,True
1284,9,38,True
1285,9,38,True
1286,4,22,True
1287,16,23,True
1288,61,61,False
1289,16,23,True
1290,1,29,True
1291,5,28,True
1292,7,38,True
1293,58,28,True
1294,38,17,True
1295,44,14,True
1296,59,14,True
1297,39,13,True
1298,5,59,True
1299,59,14,True
1300,5,59,True
1301,5,59,True
1302,42,43,True
1303,59,14,True
1304,37,55,True
1305,24,6,True
1306,4,59,True
1307,5,28,True
1308,14,42,True
1309,59,14,True
1310,4,22,True
1311,21,23,True
1312,4,22,True
1313,36,35,True
1314,4,59,True
1315,37,55,True
1316,13,18,True
1317,4,59,True
1318,36,31,True
1319,6,17,True
1320,34,16,True
1321,44,6,True
1322,13,0,True
1323,24,10,True
1324,12,15,True
1325,2,36,True
1326,0,20,True
1327,4,59,True
1328,36,35,True
1329,10,10,False
1330,48,8,True
1331,60,2,True
1332,49,24,True
1333,7,27,True
1334,33,7,True
1335,10,10,False
1336,3,1,True
1337,36,35,True
1338,49,24,True
1339,3,1,True
1340,60,2,True
1341,48,8,True
1342,22,51,True
1343,22,12,True
1344,49,24,True
1345,27,4,True
1346,43,21,True
1347,22,1,True
1348,35,47,True
1349,29,7,True
1350,49,24,True
1351,19,54,True
1352,45,33,True
1353,1,37,True
1354,40,59,True
1355,26,38,True
1356,42,56,True
1357,42,43,True
1358,40,0,True
1359,18,56,True
1360,22,51,True
1361,37,7,True
1362,43,9,True
1363,61,7,True
1364,4,22,True
1365,44,32,True
1366,17,49,True
1367,13,49,True
1368,1,15,True
1369,50,36,True
1370,8,11,True
1371,53,39,True
1372,10,10,False
1373,49,24,True
1374,10,62,True
1375,20,51,True
1376,26,10,True
1377,10,10,False
1378,13,50,True
1379,3,1,True
1380,45,33,True
1381,47,54,True
1382,8,11,True
1383,38,18,True
1384,29,40,True
1385,63,63,False
1386,63,63,False
1387,29,40,True
1388,11,31,True
1389,53,39,True
1390,44,58,True
1391,32,32,False
1392,58,29,True
1393,18,56,True
1394,34,6,True
1395,62,62,False
1396,18,56,True
1397,46,5,True
1398,53,10,True
1399,18,43,True
1400,30,45,True
1401,58,20,True
1402,37,38,True
1403,52,46,True
1404,4,22,True
1405,4,23,True
1406,5,23,True
1407,58,29,True
1408,63,21,True
1409,13,50,True
1410,37,23,True
1411,44,58,True
1412,23,37,True
1413,23,37,True
1414,44,58,True
1415,51,57,True
1416,54,18,True
1417,2,41,True
1418,22,51,True
1419,10,26,True
1420,5,28,True
1421,33,27,True
1422,62,51,True
1423,14,42,True
1424,22,28,True
1425,5,35,True
1426,0,42,True
1427,4,8,True
1428,50,36,True
1429,50,3,True
1430,11,60,True
1431,41,48,True
1432,50,3,True
1433,50,3,True
1434,3,48,True
1435,23,37,True
1436,44,58,True
1437,61,27,True
1438,23,37,True
1439,50,3,True
1440,37,17,True
1441,60,2,True
1442,46,42,True
1443,20,51,True
1444,23,37,True
1445,50,36,True
1446,35,34,True
1447,30,45,True
1448,8,11,True
1449,8,11,True
1450,58,63,True
1451,45,34,True
1452,55,6,True
1453,45,34,True
1454,8,11,True
1455,33,12,True
1456,35,4,True
1457,47,30,True
1458,30,45,True
1459,47,12,True
1460,39,34,True
1461,60,30,True
1462,7,7,False
1463,34,19,True
1464,53,39,True
1465,51,52,True
1466,43,61,True
1467,44,58,True
1468,1,46,True
1469,58,0,True
1470,51,52,True
1471,62,62,False
1472,42,43,True
1473,25,8,True
1474,48,8,True
1475,22,21,True
1476,35,35,False
1477,41,48,True
1478,41,48,True
1479,57,32,True
1480,41,32,True
1481,3,31,True
1482,15,13,True
1483,31,13,True
1484,15,54,True
1485,36,35,True
1486,15,15,False
1487,51,52,True
1488,15,15,False
1489,15,15,False
1490,48,8,True
1491,31,49,True
1492,15,15,False
1493,51,18,True
1494,15,15,False
1495,33,27,True
1496,33,7,True
1497,10,10,False
1498,31,13,True
1499,15,15,False
1500,7,27,True
1501,15,15,False
1502,31,13,True
1503,59,60,True
1504,15,15,False
1505,31,13,True
1506,31,13,True
1507,20,7,True
1508,7,7,False
1509,33,27,True
1510,25,30,True
1511,49,24,True
1512,3,1,True
1513,3,1,True
1514,3,1,True
1515,11,31,True
1516,41,48,True
1517,7,7,False
1518,5,59,True
1519,9,56,True
1520,9,56,True
1521,28,25,True
1522,30,45,True
1523,33,7,True
1524,30,45,True
1525,39,34,True
1526,39,34,True
1527,61,23,True
1528,21,52,True
1529,54,18,True
1530,38,17,True
1531,4,59,True
1532,52,46,True
1533,43,46,True
1534,14,42,True
1535,45,9,True
1536,46,53,True
1537,23,37,True
1538,42,43,True
1539,38,32,True
1540,36,35,True
1541,5,23,True
1542,28,25,True
1543,38,17,True
1544,4,22,True
1545,5,59,True
1546,56,29,True
1547,5,20,True
1548,58,29,True
1549,38,17,True
1550,19,47,True
1551,9,38,True
1552,38,14,True
1553,23,20,True
1554,47,30,True
1555,47,30,True
1556,47,30,True
1557,48,8,True
1558,49,24,True
1559,44,23,True
1560,13,22,True
1561,3,1,True
1562,12,33,True
1563,12,33,True
1564,3,1,True
1565,12,37,True
1566,11,31,True
1567,3,1,True
1568,12,51,True
1569,2,36,True
1570,62,62,False
1571,7,7,False
1572,49,24,True
1573,10,10,False
1574,2,41,True
1575,55,51,True
1576,53,39,True
1577,10,10,False
1578,20,51,True
1579,53,39,True
1580,59,10,True
1581,22,10,True
1582,8,24,True
1583,55,10,True
1584,26,10,True
1585,61,7,True
1586,31,35,True
1587,17,49,True
1588,13,49,True
1589,1,53,True
1590,44,49,True
1591,44,58,True
1592,21,5,True
1593,13,50,True
1594,51,52,True
1595,1,53,True
1596,1,53,True
1597,34,16,True
1598,17,48,True
1599,63,63,False
1600,34,16,True
1601,61,61,False
1602,13,50,True
1603,34,16,True
1604,34,16,True
1605,48,8,True
1606,44,58,True
1607,38,16,True
1608,3,48,True
1609,57,48,True
1610,3,1,True
1611,63,63,False
1612,11,31,True
1613,49,24,True
1614,41,24,True
1615,3,1,True
1616,3,1,True
1617,3,1,True
1618,63,63,False
1619,63,63,False
1620,63,63,False
1621,29,40,True
1622,55,54,True
1623,11,31,True
1624,29,40,True
1625,35,12,True
1626,29,40,True
1627,3,1,True
1628,56,48,True
1629,57,48,True
1630,30,35,True
1631,22,51,True
1632,7,7,False
1633,20,24,True
1634,33,27,True
1635,49,24,True
1636,55,54,True
1637,53,39,True
1638,33,50,True
1639,19,47,True
1640,4,59,True
1641,12,37,True
1642,61,61,False
1643,9,38,True
1644,48,50,True
1645,13,50,True
1646,6,59,True
1647,16,23,True
1648,14,42,True
1649,51,52,True
1650,31,35,True
1651,26,20,True
1652,37,54,True
1653,19,47,True
1654,52,46,True
1655,35,12,True
1656,51,13,True
1657,43,42,True
1658,54,18,True
1659,6,44,True
1660,13,44,True
1661,47,47,False
