item_idx,l0_before_ref,l0_after,changed
400,59,56,True
401,56,51,True
402,36,16,True
403,0,56,True
404,11,46,True
405,41,35,True
406,50,5,True
407,0,56,True
408,5,16,True
409,12,12,False
410,49,49,False
411,22,48,True
412,48,52,True
413,42,43,True
414,56,51,True
415,58,38,True
416,61,50,True
417,49,49,False
418,24,32,True
419,52,46,True
420,13,2,True
421,44,28,True
422,34,44,True
423,59,58,True
424,16,23,True
425,47,27,True
426,20,52,True
427,38,38,False
428,22,48,True
429,44,28,True
430,25,9,True
431,20,48,True
432,62,61,True
433,62,61,True
434,42,43,True
435,52,46,True
436,28,35,True
437,58,44,True
438,21,6,True
439,42,43,True
440,9,37,True
441,4,58,True
442,16,23,True
443,42,43,True
444,12,12,False
445,62,61,True
446,12,33,True
447,9,37,True
448,12,12,False
449,38,23,True
450,16,23,True
451,13,14,True
452,23,60,True
453,56,51,True
454,4,58,True
455,7,38,True
456,13,2,True
457,38,38,False
458,49,49,False
459,20,52,True
460,18,25,True
461,53,10,True
462,13,2,True
463,17,0,True
464,0,56,True
465,24,59,True
466,7,7,False
467,19,19,False
468,33,33,False
469,13,2,True
470,54,29,True
471,37,8,True
472,58,13,True
473,58,13,True
474,1,32,True
475,14,36,True
476,8,8,False
477,16,23,True
478,10,8,True
479,39,4,True
480,44,28,True
481,44,28,True
482,61,50,True
483,33,33,False
484,10,8,True
485,59,34,True
486,26,26,False
487,47,27,True
488,22,48,True
489,7,7,False
490,19,19,False
491,48,52,True
492,10,8,True
493,19,19,False
494,26,26,False
495,43,9,True
496,6,6,False
497,52,46,True
498,16,49,True
499,57,63,True
500,20,10,True
501,15,20,True
502,31,20,True
503,41,20,True
504,39,52,True
505,31,22,True
506,9,37,True
507,31,51,True
508,15,20,True
509,15,20,True
510,34,20,True
511,15,20,True
512,15,20,True
513,31,22,True
514,31,22,True
515,36,22,True
516,15,20,True
517,48,8,True
518,9,18,True
519,9,37,True
520,10,8,True
521,41,42,True
522,29,40,True
523,51,11,True
524,17,24,True
525,38,38,False
526,24,44,True
527,13,5,True
528,44,28,True
529,4,58,True
530,17,24,True
531,21,63,True
532,30,16,True
533,46,1,True
534,17,24,True
535,61,35,True
536,33,33,False
537,5,16,True
538,46,1,True
539,5,16,True
540,6,57,True
541,56,16,True
542,61,50,True
543,52,46,True
544,58,13,True
545,32,54,True
546,2,57,True
547,22,48,True
548,62,61,True
549,14,59,True
550,22,48,True
551,62,61,True
552,22,48,True
553,52,16,True
554,31,20,True
555,42,43,True
556,16,23,True
557,35,62,True
558,36,35,True
559,59,17,True
560,9,37,True
561,48,0,True
562,6,6,False
563,9,37,True
564,10,8,True
565,58,13,True
566,38,38,False
567,48,52,True
568,46,14,True
569,55,15,True
570,27,45,True
571,54,39,True
572,49,49,False
573,46,59,True
574,28,8,True
575,58,1,True
576,32,54,True
577,43,62,True
578,52,23,True
579,38,38,False
580,14,14,False
581,23,15,True
582,42,43,True
583,62,61,True
584,12,12,False
585,19,62,True
586,43,62,True
587,43,62,True
588,43,62,True
589,14,14,False
590,35,18,True
591,46,1,True
592,62,61,True
593,19,19,False
594,43,9,True
595,61,50,True
596,62,43,True
597,42,43,True
598,54,39,True
599,48,50,True
600,54,39,True
601,41,0,True
602,18,35,True
603,56,51,True
604,56,51,True
605,9,37,True
606,56,51,True
607,56,51,True
608,4,4,False
609,56,51,True
610,52,46,True
611,49,49,False
612,36,16,True
613,38,38,False
614,5,16,True
615,43,9,True
616,52,46,True
617,0,13,True
618,17,24,True
619,38,38,False
620,24,58,True
621,4,35,True
622,0,56,True
623,35,35,False
624,5,6,True
625,53,10,True
626,0,56,True
627,11,23,True
628,32,54,True
629,16,60,True
630,43,43,False
631,51,49,True
632,22,48,True
633,52,46,True
634,63,63,False
635,52,46,True
636,55,15,True
637,30,34,True
638,47,27,True
639,55,15,True
640,49,49,False
641,13,36,True
642,29,46,True
643,19,19,False
644,24,6,True
645,61,50,True
646,50,30,True
647,61,12,True
648,19,19,False
649,61,50,True
650,62,61,True
651,42,43,True
652,22,48,True
653,42,62,True
654,42,43,True
655,46,44,True
656,58,36,True
657,5,16,True
658,5,16,True
659,62,61,True
660,42,43,True
661,39,4,True
662,45,4,True
663,30,34,True
664,33,33,False
665,39,4,True
666,30,34,True
667,45,4,True
668,39,4,True
669,8,8,False
670,33,33,False
671,50,5,True
672,55,15,True
673,21,46,True
674,38,29,True
675,20,32,True
676,21,6,True
677,21,35,True
678,58,13,True
679,13,58,True
680,44,28,True
681,16,16,False
682,19,19,False
683,58,13,True
684,4,58,True
685,59,17,True
686,24,9,True
687,14,14,False
688,46,1,True
689,46,1,True
690,46,1,True
691,32,54,True
692,4,58,True
693,56,51,True
694,51,11,True
695,2,30,True
696,31,22,True
697,11,3,True
698,31,22,True
699,36,22,True
700,31,20,True
701,6,6,False
702,31,22,True
703,54,40,True
704,63,41,True
705,54,39,True
706,51,11,True
707,44,28,True
708,63,41,True
709,63,41,True
710,59,17,True
711,13,2,True
712,37,21,True
713,37,21,True
714,52,46,True
715,56,6,True
716,46,54,True
717,54,39,True
718,56,51,True
719,13,2,True
720,56,6,True
721,17,24,True
722,5,59,True
723,27,57,True
724,7,13,True
725,38,38,False
726,4,58,True
727,36,22,True
728,14,14,False
729,43,9,True
730,28,14,True
731,59,52,True
732,51,40,True
733,13,2,True
734,34,44,True
735,4,35,True
736,14,14,False
737,59,17,True
738,4,17,True
739,5,28,True
740,37,21,True
741,37,21,True
742,38,38,False
743,59,17,True
744,23,38,True
745,5,44,True
746,59,17,True
747,59,17,True
748,4,58,True
749,59,50,True
750,59,17,True
751,4,58,True
752,4,58,True
753,4,58,True
754,38,58,True
755,4,58,True
756,5,16,True
757,13,38,True
758,59,17,True
759,59,17,True
760,2,30,True
761,59,17,True
762,4,58,True
763,4,58,True
764,16,23,True
765,4,58,True
766,13,58,True
767,24,9,True
768,4,58,True
769,37,21,True
770,4,58,True
771,15,56,True
772,0,56,True
773,59,17,True
774,5,16,True
775,59,17,True
776,24,23,True
777,28,14,True
778,59,17,True
779,52,46,True
780,19,61,True
781,4,58,True
782,28,23,True
783,4,23,True
784,52,46,True
785,59,17,True
786,14,14,False
787,59,7,True
788,59,17,True
789,4,58,True
790,61,50,True
791,28,17,True
792,59,17,True
793,10,8,True
794,28,50,True
795,15,58,True
796,59,22,True
797,4,58,True
798,38,38,False
799,46,5,True
800,21,44,True
801,56,51,True
802,2,20,True
803,7,27,True
804,23,8,True
805,36,35,True
806,31,22,True
807,24,59,True
808,31,22,True
809,31,55,True
810,41,54,True
811,9,45,True
812,31,22,True
813,31,22,True
814,15,20,True
815,15,20,True
816,54,20,True
817,15,20,True
818,15,20,True
819,36,22,True
820,58,20,True
821,15,20,True
822,15,51,True
823,15,29,True
824,1,22,True
825,41,10,True
826,15,22,True
827,15,20,True
828,60,20,True
829,15,20,True
830,24,59,True
831,4,57,True
832,32,54,True
833,15,20,True
834,32,54,True
835,63,41,True
836,15,4,True
837,63,49,True
838,11,17,True
839,46,17,True
840,59,17,True
841,4,58,True
842,0,56,True
843,50,38,True
844,44,28,True
845,13,2,True
846,20,26,True
847,10,8,True
848,53,10,True
849,49,33,True
850,27,45,True
851,31,20,True
852,56,51,True
853,43,9,True
854,31,22,True
855,63,41,True
856,10,8,True
857,8,8,False
858,6,6,False
859,53,8,True
860,3,18,True
861,25,48,True
862,45,4,True
863,10,8,True
864,33,33,False
865,53,10,True
866,7,7,False
867,0,2,True
868,52,46,True
869,19,19,False
870,40,16,True
871,44,28,True
872,34,44,True
873,0,56,True
874,58,13,True
875,5,44,True
876,38,38,False
877,16,23,True
878,38,38,False
879,13,13,False
880,19,19,False
881,62,61,True
882,9,37,True
883,43,62,True
884,52,50,True
885,52,46,True
886,36,35,True
887,5,16,True
888,60,44,True
889,53,10,True
890,45,4,True
891,51,40,True
892,28,58,True
893,24,59,True
894,59,17,True
895,0,36,True
896,22,48,True
897,7,7,False
898,23,60,True
899,59,17,True
900,0,38,True
901,12,12,False
902,43,62,True
903,38,38,False
904,34,44,True
905,59,17,True
906,10,8,True
907,47,27,True
908,28,14,True
909,52,46,True
910,34,44,True
911,42,43,True
912,26,26,False
913,4,58,True
914,46,1,True
915,52,46,True
916,35,9,True
917,52,46,True
918,59,17,True
919,0,56,True
920,62,61,True
921,23,60,True
922,4,58,True
923,23,15,True
924,42,43,True
925,33,33,False
926,35,12,True
927,45,44,True
928,6,6,False
929,37,21,True
930,43,62,True
931,55,15,True
932,58,13,True
933,13,13,False
934,58,29,True
935,49,49,False
936,17,57,True
937,49,49,False
938,12,12,False
939,41,43,True
940,19,62,True
941,26,57,True
942,6,6,False
943,10,10,False
944,37,21,True
945,16,23,True
946,63,63,False
947,53,23,True
948,13,13,False
949,19,43,True
950,12,44,True
951,58,29,True
952,54,5,True
953,48,52,True
954,32,15,True
955,7,60,True
956,55,45,True
957,16,23,True
958,37,21,True
959,38,38,False
960,5,21,True
961,20,48,True
962,42,43,True
963,12,39,True
964,22,18,True
965,25,52,True
966,27,45,True
967,48,18,True
968,42,43,True
969,12,12,False
970,48,52,True
971,24,1,True
972,3,42,True
973,57,42,True
974,57,31,True
975,57,29,True
976,62,31,True
977,50,5,True
978,11,3,True
979,37,21,True
980,16,23,True
981,58,13,True
982,63,52,True
983,31,22,True
984,44,28,True
985,44,28,True
986,1,32,True
987,56,51,True
988,17,24,True
989,46,62,True
990,59,17,True
991,9,37,True
992,6,6,False
993,59,17,True
994,59,17,True
995,43,9,True
996,43,9,True
997,49,49,False
998,59,17,True
999,4,58,True
1000,38,38,False
1001,24,38,True
1002,59,17,True
1003,27,34,True
1004,50,32,True
1005,28,14,True
1006,43,61,True
1007,56,3,True
1008,38,38,False
1009,38,38,False
1010,38,38,False
1011,0,56,True
1012,34,44,True
1013,5,44,True
1014,62,50,True
1015,7,55,True
1016,46,25,True
1017,9,37,True
1018,62,61,True
1019,42,43,True
1020,29,53,True
1021,19,19,False
1022,4,17,True
1023,36,35,True
1024,4,58,True
1025,23,60,True
1026,62,61,True
1027,4,58,True
1028,42,57,True
1029,20,52,True
1030,49,49,False
1031,52,46,True
1032,46,60,True
1033,62,61,True
1034,34,23,True
1035,58,13,True
1036,53,10,True
1037,53,3,True
1038,58,13,True
1039,61,33,True
1040,42,43,True
1041,61,50,True
1042,42,43,True
1043,25,15,True
1044,23,42,True
1045,3,42,True
1046,20,12,True
1047,3,42,True
1048,52,46,True
1049,28,14,True
1050,12,12,False
1051,33,33,False
1052,28,14,True
1053,6,6,False
1054,6,6,False
1055,5,58,True
1056,37,21,True
1057,19,19,False
1058,47,27,True
1059,6,6,False
1060,8,55,True
1061,51,11,True
1062,54,32,True
1063,10,8,True
1064,7,7,False
1065,53,10,True
1066,30,34,True
1067,51,11,True
1068,11,3,True
1069,63,14,True
1070,43,9,True
1071,41,31,True
1072,11,3,True
1073,52,46,True
1074,28,31,True
1075,53,10,True
1076,14,62,True
1077,36,22,True
1078,17,0,True
1079,51,11,True
1080,1,32,True
1081,31,20,True
1082,1,13,True
1083,21,56,True
1084,54,42,True
1085,33,33,False
1086,51,40,True
1087,5,44,True
1088,33,33,False
1089,15,20,True
1090,24,9,True
1091,31,22,True
1092,51,11,True
1093,7,34,True
1094,47,9,True
1095,13,2,True
1096,14,59,True
1097,32,54,True
1098,13,54,True
1099,10,29,True
1100,31,20,True
1101,56,51,True
1102,36,9,True
1103,15,20,True
1104,9,37,True
1105,41,29,True
1106,44,28,True
1107,5,16,True
1108,17,37,True
1109,32,54,True
1110,38,38,False
1111,46,54,True
1112,29,29,False
1113,7,7,False
1114,46,7,True
1115,1,32,True
1116,3,35,True
1117,1,32,True
1118,17,0,True
1119,63,63,False
1120,19,19,False
1121,3,63,True
1122,44,28,True
1123,0,56,True
1124,36,44,True
1125,41,31,True
1126,11,22,True
1127,59,62,True
1128,49,49,False
1129,41,6,True
1130,41,5,True
1131,41,31,True
1132,16,17,True
1133,40,50,True
1134,62,61,True
1135,23,60,True
1136,62,61,True
1137,23,60,True
1138,23,1,True
1139,43,9,True
1140,62,61,True
1141,23,60,True
1142,42,43,True
1143,58,29,True
1144,38,38,False
1145,28,38,True
1146,38,38,False
1147,6,6,False
1148,37,21,True
1149,24,58,True
1150,38,38,False
1151,38,38,False
1152,46,22,True
1153,52,16,True
1154,51,11,True
1155,13,2,True
1156,46,59,True
1157,46,59,True
1158,43,9,True
1159,42,43,True
1160,28,14,True
1161,4,43,True
1162,5,44,True
1163,18,43,True
1164,43,62,True
1165,61,50,True
1166,42,43,True
1167,42,56,True
1168,42,27,True
1169,62,61,True
1170,20,52,True
1171,48,52,True
1172,39,4,True
1173,45,4,True
1174,16,41,True
1175,0,23,True
1176,4,58,True
1177,4,23,True
1178,16,23,True
1179,0,56,True
1180,35,47,True
1181,59,17,True
1182,46,23,True
1183,22,19,True
1184,59,17,True
1185,5,16,True
1186,5,16,True
1187,4,58,True
1188,4,58,True
1189,61,50,True
1190,5,16,True
1191,61,50,True
1192,37,58,True
1193,16,23,True
1194,59,17,True
1195,59,17,True
1196,4,58,True
1197,59,17,True
1198,5,23,True
1199,59,17,True
1200,4,7,True
1201,36,35,True
1202,61,50,True
1203,16,6,True
1204,61,24,True
1205,61,58,True
1206,44,62,True
1207,4,58,True
1208,36,6,True
1209,41,58,True
1210,35,26,True
1211,4,58,True
1212,36,35,True
1213,52,46,True
1214,5,16,True
1215,14,56,True
1216,0,35,True
1217,4,58,True
1218,4,58,True
1219,46,57,True
1220,5,22,True
1221,21,58,True
1222,28,14,True
1223,36,35,True
1224,63,14,True
1225,5,16,True
1226,37,58,True
1227,4,58,True
1228,4,50,True
1229,0,56,True
1230,5,16,True
1231,37,21,True
1232,61,50,True
1233,59,36,True
1234,59,23,True
1235,16,23,True
1236,51,30,True
1237,60,34,True
1238,4,58,True
1239,4,58,True
1240,5,16,True
1241,16,23,True
1242,59,59,False
1243,41,63,True
1244,5,16,True
1245,4,58,True
1246,16,23,True
1247,23,60,True
1248,5,16,True
1249,8,39,True
1250,16,23,True
1251,37,21,True
1252,36,36,False
1253,16,23,True
1254,4,23,True
1255,4,58,True
1256,4,58,True
1257,0,56,True
1258,4,58,True
1259,16,23,True
1260,6,35,True
1261,24,38,True
1262,5,16,True
1263,16,23,True
1264,5,16,True
1265,4,23,True
1266,16,23,True
1267,52,56,True
1268,52,46,True
1269,16,23,True
1270,31,49,True
1271,37,21,True
1272,4,58,True
1273,4,58,True
1274,59,24,True
1275,16,23,True
1276,16,23,True
1277,16,23,True
1278,36,35,True
1279,16,23,True
1280,4,58,True
1281,4,17,True
1282,16,58,True
1283,38,38,False
1284,9,37,True
1285,9,37,True
1286,4,58,True
1287,16,23,True
1288,61,50,True
1289,16,23,True
1290,1,16,True
1291,5,22,True
1292,7,52,True
1293,58,36,True
1294,38,38,False
1295,44,34,True
1296,59,17,True
1297,39,17,True
1298,5,16,True
1299,59,17,True
1300,5,44,True
1301,5,41,True
1302,42,43,True
1303,59,17,True
1304,37,21,True
1305,24,59,True
1306,4,58,True
1307,5,16,True
1308,14,57,True
1309,59,17,True
1310,4,43,True
1311,21,23,True
1312,4,58,True
1313,36,35,True
1314,4,58,True
1315,37,21,True
1316,13,58,True
1317,4,58,True
1318,36,3,True
1319,6,6,False
1320,34,44,True
1321,44,28,True
1322,13,2,True
1323,24,59,True
1324,12,4,True
1325,2,30,True
1326,0,56,True
1327,4,58,True
1328,36,22,True
1329,10,7,True
1330,48,52,True
1331,60,55,True
1332,49,49,False
1333,7,7,False
1334,33,33,False
1335,10,8,True
1336,3,42,True
1337,36,35,True
1338,49,49,False
1339,3,42,True
1340,60,55,True
1341,48,52,True
1342,22,18,True
1343,22,18,True
1344,49,49,False
1345,27,45,True
1346,43,0,True
1347,22,42,True
1348,35,9,True
1349,29,7,True
1350,49,49,False
1351,19,15,True
1352,45,47,True
1353,1,60,True
1354,40,13,True
1355,26,18,True
1356,42,43,True
1357,42,43,True
1358,40,13,True
1359,18,25,True
1360,22,48,True
1361,37,13,True
1362,43,62,True
1363,61,50,True
1364,4,23,True
1365,44,28,True
1366,17,0,True
1367,13,2,True
1368,1,32,True
1369,50,30,True
1370,8,8,False
1371,53,10,True
1372,10,8,True
1373,49,49,False
1374,10,8,True
1375,20,48,True
1376,26,8,True
1377,10,8,True
1378,13,2,True
1379,3,42,True
1380,45,47,True
1381,47,55,True
1382,8,8,False
1383,38,38,False
1384,29,53,True
1385,63,63,False
1386,63,63,False
1387,29,53,True
1388,11,3,True
1389,53,10,True
1390,44,28,True
1391,32,54,True
1392,58,29,True
1393,18,25,True
1394,34,44,True
1395,62,61,True
1396,18,25,True
1397,46,1,True
1398,53,8,True
1399,18,25,True
1400,30,27,True
1401,58,44,True
1402,37,37,False
1403,52,46,True
1404,4,58,True
1405,4,23,True
1406,5,23,True
1407,58,29,True
1408,63,63,False
1409,13,2,True
1410,37,21,True
1411,44,28,True
1412,23,60,True
1413,23,60,True
1414,44,28,True
1415,51,11,True
1416,54,39,True
1417,2,57,True
1418,22,48,True
1419,10,26,True
1420,5,16,True
1421,33,50,True
1422,62,48,True
1423,14,14,False
1424,22,32,True
1425,5,44,True
1426,0,9,True
1427,4,58,True
1428,50,5,True
1429,50,5,True
1430,11,7,True
1431,41,31,True
1432,50,5,True
1433,50,5,True
1434,3,31,True
1435,23,60,True
1436,44,28,True
1437,61,33,True
1438,23,60,True
1439,50,5,True
1440,37,21,True
1441,60,27,True
1442,46,1,True
1443,20,48,True
1444,23,60,True
1445,50,5,True
1446,35,35,False
1447,30,34,True
1448,8,8,False
1449,8,15,True
1450,58,4,True
1451,45,4,True
1452,55,15,True
1453,45,4,True
1454,8,45,True
1455,33,33,False
1456,35,21,True
1457,47,27,True
1458,30,34,True
1459,47,35,True
1460,39,4,True
1461,60,55,True
1462,7,7,False
1463,34,44,True
1464,53,49,True
1465,51,11,True
1466,43,50,True
1467,44,28,True
1468,1,11,True
1469,58,13,True
1470,51,11,True
1471,62,61,True
1472,42,43,True
1473,25,52,True
1474,48,52,True
1475,22,43,True
1476,35,35,False
1477,41,31,True
1478,41,0,True
1479,57,31,True
1480,41,31,True
1481,3,50,True
1482,15,20,True
1483,31,20,True
1484,15,20,True
1485,36,22,True
1486,15,20,True
1487,51,11,True
1488,15,51,True
1489,15,44,True
1490,48,52,True
1491,31,0,True
1492,15,20,True
1493,51,11,True
1494,15,20,True
1495,33,33,False
1496,33,15,True
1497,10,8,True
1498,31,20,True
1499,15,20,True
1500,7,7,False
1501,15,20,True
1502,31,20,True
1503,59,51,True
1504,15,53,True
1505,31,20,True
1506,31,22,True
1507,20,20,False
1508,7,7,False
1509,33,27,True
1510,25,27,True
1511,49,49,False
1512,3,42,True
1513,3,42,True
1514,3,17,True
1515,11,3,True
1516,41,31,True
1517,7,7,False
1518,5,44,True
1519,9,37,True
1520,9,37,True
1521,28,58,True
1522,30,34,True
1523,33,7,True
1524,30,27,True
1525,39,4,True
1526,39,4,True
1527,61,50,True
1528,21,11,True
1529,54,40,True
1530,38,38,False
1531,4,58,True
1532,52,46,True
1533,43,7,True
1534,14,58,True
1535,45,38,True
1536,46,16,True
1537,23,60,True
1538,42,35,True
1539,38,59,True
1540,36,22,True
1541,5,16,True
1542,28,14,True
1543,38,38,False
1544,4,58,True
1545,5,16,True
1546,56,16,True
1547,5,38,True
1548,58,29,True
1549,38,38,False
1550,19,19,False
1551,9,37,True
1552,38,16,True
1553,23,56,True
1554,47,27,True
1555,47,7,True
1556,47,27,True
1557,48,52,True
1558,49,49,False
1559,44,58,True
1560,13,2,True
1561,3,42,True
1562,12,12,False
1563,12,12,False
1564,3,11,True
1565,12,12,False
1566,11,3,True
1567,3,42,True
1568,12,48,True
1569,2,47,True
1570,62,61,True
1571,7,7,False
1572,49,49,False
1573,10,8,True
1574,2,57,True
1575,55,15,True
1576,53,10,True
1577,10,8,True
1578,20,39,True
1579,53,10,True
1580,59,8,True
1581,22,55,True
1582,8,49,True
1583,55,15,True
1584,26,26,False
1585,61,7,True
1586,31,22,True
1587,17,0,True
1588,13,0,True
1589,1,0,True
1590,44,28,True
1591,44,59,True
1592,21,30,True
1593,13,2,True
1594,51,11,True
1595,1,32,True
1596,1,36,True
1597,34,44,True
1598,17,37,True
1599,63,63,False
1600,34,44,True
1601,61,50,True
1602,13,2,True
1603,34,17,True
1604,34,62,True
1605,48,52,True
1606,44,28,True
1607,38,44,True
1608,3,54,True
1609,57,31,True
1610,3,42,True
1611,63,18,True
1612,11,3,True
1613,49,49,False
1614,41,49,True
1615,3,42,True
1616,3,42,True
1617,3,42,True
1618,63,18,True
1619,63,18,True
1620,63,18,True
1621,29,53,True
1622,55,8,True
1623,11,36,True
1624,29,53,True
1625,35,35,False
1626,29,53,True
1627,3,42,True
1628,56,27,True
1629,57,31,True
1630,30,40,True
1631,22,18,True
1632,7,7,False
1633,20,49,True
1634,33,33,False
1635,49,49,False
1636,55,15,True
1637,53,10,True
1638,33,6,True
1639,19,19,False
1640,4,58,True
1641,12,12,False
1642,61,50,True
1643,9,37,True
1644,48,49,True
1645,13,2,True
1646,6,6,False
1647,16,23,True
1648,14,9,True
1649,51,11,True
1650,31,22,True
1651,26,26,False
1652,37,15,True
1653,19,19,False
1654,52,46,True
1655,35,19,True
1656,51,11,True
1657,43,62,True
1658,54,5,True
1659,6,6,False
1660,13,54,True
1661,47,27,True
